speciesid,populationid,Species,Population/Stock,Status,Freshwater,Marine,HUC8,Basin Name,Default Run
5,110,"Salmon, chum",Columbia River,NMFS Threatened,Yes,Yes,17090009,Molalla-Pudding,NULL
5,110,"Salmon, chum",Columbia River,NMFS Threatened,Yes,Yes,17090007,Middle Willamette,NULL
5,110,"Salmon, chum",Columbia River,NMFS Threatened,Yes,Yes,17090011,Clackamas,NULL
5,110,"Salmon, chum",Columbia River,NMFS Threatened,Yes,Yes,17080006,Lower Columbia,NULL
5,110,"Salmon, chum",Columbia River,NMFS Threatened,Yes,Yes,17070105,Middle Columbia-Hood,NULL
5,110,"Salmon, chum",Columbia River,NMFS Threatened,Yes,Yes,17080001,Lower Columbia-Sandy,NULL
5,110,"Salmon, chum",Columbia River,NMFS Threatened,Yes,Yes,17080004,Upper Cowlitz,NULL
5,110,"Salmon, chum",Columbia River,NMFS Threatened,Yes,Yes,17080005,Cowlitz,NULL
5,110,"Salmon, chum",Columbia River,NMFS Threatened,Yes,Yes,17080002,Lewis,NULL
5,93,"Salmon, chum",Hood Canal summer-run,NMFS Threatened,Yes,Yes,17110017,Skokomish,NULL
5,93,"Salmon, chum",Hood Canal summer-run,NMFS Threatened,Yes,Yes,17110019,Kitsap,NULL
5,93,"Salmon, chum",Hood Canal summer-run,NMFS Threatened,Yes,Yes,17110020,Dungeness-Elwha,NULL
5,93,"Salmon, chum",Hood Canal summer-run,NMFS Threatened,Yes,Yes,17110018,Hood Canal,NULL
2,30,"Salmon, coho",Central California Coast,NMFS Endangered,Yes,Yes,18010109,Gualala-Salmon,NULL
2,30,"Salmon, coho",Central California Coast,NMFS Endangered,Yes,Yes,18010108,Big-Navarro-Garcia,NULL
2,30,"Salmon, coho",Central California Coast,NMFS Endangered,Yes,Yes,18010110,Russian,NULL
2,30,"Salmon, coho",Central California Coast,NMFS Endangered,Yes,Yes,18050005,Tomales-Drake Bays,NULL
2,30,"Salmon, coho",Central California Coast,NMFS Endangered,Yes,Yes,18050006,San Francisco Coastal South,NULL
2,30,"Salmon, coho",Central California Coast,NMFS Endangered,Yes,Yes,18060001,San Lorenzo-Soquel,NULL
2,30,"Salmon, coho",Central California Coast,NMFS Endangered,Yes,Yes,18010111,Bodega Bay,NULL
2,37,"Salmon, coho",Lower Columbia River,NMFS Threatened,Yes,Yes,17080002,Lewis,NULL
2,37,"Salmon, coho",Lower Columbia River,NMFS Threatened,Yes,Yes,17080004,Upper Cowlitz,NULL
2,37,"Salmon, coho",Lower Columbia River,NMFS Threatened,Yes,Yes,17080005,Cowlitz,NULL
2,37,"Salmon, coho",Lower Columbia River,NMFS Threatened,Yes,Yes,17080001,Lower Columbia-Sandy,NULL
2,37,"Salmon, coho",Lower Columbia River,NMFS Threatened,Yes,Yes,17090008,Yamhill,NULL
2,37,"Salmon, coho",Lower Columbia River,NMFS Threatened,Yes,Yes,17090010,Tualatin,NULL
2,37,"Salmon, coho",Lower Columbia River,NMFS Threatened,Yes,Yes,17080006,Lower Columbia,NULL
2,37,"Salmon, coho",Lower Columbia River,NMFS Threatened,Yes,Yes,17090011,Clackamas,NULL
2,37,"Salmon, coho",Lower Columbia River,NMFS Threatened,Yes,Yes,17080003,Lower Columbia-Clatskanie,NULL
2,37,"Salmon, coho",Lower Columbia River,NMFS Threatened,Yes,Yes,17090012,Lower Willamette,NULL
2,37,"Salmon, coho",Lower Columbia River,NMFS Threatened,Yes,Yes,17070105,Middle Columbia-Hood,NULL
4,111,"Salmon, sockeye",Ozette Lake,NMFS Threatened,Yes,Yes,17100101,Hoh-Quillayute,NULL
4,4,"Salmon, sockeye",Snake River,NMFS Endangered,Yes,Yes,17060107,Lower Snake-Tucannon,NULL
4,4,"Salmon, sockeye",Snake River,NMFS Endangered,Yes,Yes,17060110,Lower Snake River,NULL
4,4,"Salmon, sockeye",Snake River,NMFS Endangered,Yes,Yes,17070105,Middle Columbia-Hood,NULL
4,4,"Salmon, sockeye",Snake River,NMFS Endangered,Yes,Yes,17070204,Lower John Day,NULL
4,4,"Salmon, sockeye",Snake River,NMFS Endangered,Yes,Yes,17060101,Hells Canyon,NULL
4,4,"Salmon, sockeye",Snake River,NMFS Endangered,Yes,Yes,17060103,Lower Snake-Asotin,NULL
4,4,"Salmon, sockeye",Snake River,NMFS Endangered,Yes,Yes,17090012,Lower Willamette,NULL
4,4,"Salmon, sockeye",Snake River,NMFS Endangered,Yes,Yes,17070101,Middle Columbia-Lake Wallula,NULL
4,4,"Salmon, sockeye",Snake River,NMFS Endangered,Yes,Yes,17080006,Lower Columbia,NULL
4,4,"Salmon, sockeye",Snake River,NMFS Endangered,Yes,Yes,17080003,Lower Columbia-Clatskanie,NULL
4,4,"Salmon, sockeye",Snake River,NMFS Endangered,Yes,Yes,17060209,Lower Salmon,NULL
4,4,"Salmon, sockeye",Snake River,NMFS Endangered,Yes,Yes,17060207,Middle Salmon-Chamberlain,NULL
4,4,"Salmon, sockeye",Snake River,NMFS Endangered,Yes,Yes,17060203,Middle Salmon-Panther,NULL
4,4,"Salmon, sockeye",Snake River,NMFS Endangered,Yes,Yes,17060204,Lemhi,NULL
4,4,"Salmon, sockeye",Snake River,NMFS Endangered,Yes,Yes,17060201,Upper Salmon,NULL
4,4,"Salmon, sockeye",Snake River,NMFS Endangered,Yes,Yes,17060202,Pahsimeroi,NULL
4,4,"Salmon, sockeye",Snake River,NMFS Endangered,Yes,Yes,17080001,Lower Columbia-Sandy,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18020101,Sacramento-Lower Cow-Lower Clear,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18020102,Lower Cottonwood,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18020103,Sacramento-Lower Thomes,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18020104,Sacramento-Stone Corral,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18020105,Lower Butte,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18020106,Lower Feather,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18020107,Lower Yuba,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18020108,Lower Bear,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18020109,Lower Sacramento,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18020111,Lower American,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18020112,Sacramento-Upper Clear,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18020113,Cottonwood headwaters,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18020114,Upper Elder-Upper Thomes,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18020118,Upper Cow-Battle,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18020119,Mill-Big Chico,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18020124,Honcut headwaters,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18020125,Upper Yuba,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18020120,Upper Butte,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18040002,Middle San Joaquin-Lower Merced-Lower Stanislaus,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18020127,Upper Coon-Upper Auburn,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18040001,Middle San Joaquin-Lower Chowchilla,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18040003,San Joaquin Delta,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18040008,Upper Merced,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18040005,Lower Cosumnes-Lower Mokelumne,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18040006,Upper San Joaquin,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18040011,Upper Calaveras,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18040012,Upper Mokelumne,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18040014,Panoche-San Luis Reservoir,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18040009,Upper Tuolumne,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18040010,Upper Stanislaus,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18040004,Lower Calaveras-Mormon Slough,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18050001,Suisun Bay,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18050002,San Pablo Bay,NULL
3,69,Steelhead,California Central Valley,NMFS Threatened,Yes,Yes,18050004,San Francisco Bay,NULL
3,23,Steelhead,Central California Coast,NMFS Threatened,Yes,Yes,18050005,Tomales-Drake Bays,NULL
3,23,Steelhead,Central California Coast,NMFS Threatened,Yes,Yes,18050006,San Francisco Coastal South,NULL
3,23,Steelhead,Central California Coast,NMFS Threatened,Yes,Yes,18050003,Coyote,NULL
3,23,Steelhead,Central California Coast,NMFS Threatened,Yes,Yes,18050004,San Francisco Bay,NULL
3,23,Steelhead,Central California Coast,NMFS Threatened,Yes,Yes,18050001,Suisun Bay,NULL
3,23,Steelhead,Central California Coast,NMFS Threatened,Yes,Yes,18050002,San Pablo Bay,NULL
3,23,Steelhead,Central California Coast,NMFS Threatened,Yes,Yes,18060001,San Lorenzo-Soquel,NULL
3,23,Steelhead,Central California Coast,NMFS Threatened,Yes,Yes,18010111,Bodega Bay,NULL
3,23,Steelhead,Central California Coast,NMFS Threatened,Yes,Yes,18010110,Russian,NULL
3,1203,Steelhead,Deschutes River Steelhead NEP,NMFS Nonessential Experimental,Yes,Yes,17070306,Lower Deschutes,NULL
3,1203,Steelhead,Deschutes River Steelhead NEP,NMFS Nonessential Experimental,Yes,Yes,17070303,South Fork Crooked,NULL
3,1203,Steelhead,Deschutes River Steelhead NEP,NMFS Nonessential Experimental,Yes,Yes,17070302,Little Deschutes,NULL
3,1203,Steelhead,Deschutes River Steelhead NEP,NMFS Nonessential Experimental,Yes,Yes,17070301,Upper Deschutes,NULL
3,1203,Steelhead,Deschutes River Steelhead NEP,NMFS Nonessential Experimental,Yes,Yes,17070305,Lower Crooked,NULL
3,1203,Steelhead,Deschutes River Steelhead NEP,NMFS Nonessential Experimental,Yes,Yes,17070304,Upper Crooked,NULL
3,57,Steelhead,Lower Columbia River,NMFS Threatened,Yes,Yes,17090011,Clackamas,Mixed
3,57,Steelhead,Lower Columbia River,NMFS Threatened,Yes,Yes,17080006,Lower Columbia,Mixed
3,57,Steelhead,Lower Columbia River,NMFS Threatened,Yes,Yes,17080003,Lower Columbia-Clatskanie,Mixed
3,57,Steelhead,Lower Columbia River,NMFS Threatened,Yes,Yes,17090012,Lower Willamette,Mixed
3,57,Steelhead,Lower Columbia River,NMFS Threatened,Yes,Yes,17080001,Lower Columbia-Sandy,Mixed
3,57,Steelhead,Lower Columbia River,NMFS Threatened,Yes,Yes,17070105,Middle Columbia-Hood,Mixed
3,57,Steelhead,Lower Columbia River,NMFS Threatened,Yes,Yes,17080002,Lewis,Mixed
3,57,Steelhead,Lower Columbia River,NMFS Threatened,Yes,Yes,17080005,Cowlitz,Mixed
3,57,Steelhead,Lower Columbia River,NMFS Threatened,Yes,Yes,17080004,Upper Cowlitz,Mixed
3,72,Steelhead,Northern California,NMFS Threatened,Yes,Yes,18010102,Mad-Redwood,NULL
3,72,Steelhead,Northern California,NMFS Threatened,Yes,Yes,18010103,Upper Eel,NULL
3,72,Steelhead,Northern California,NMFS Threatened,Yes,Yes,18010109,Gualala-Salmon,NULL
3,72,Steelhead,Northern California,NMFS Threatened,Yes,Yes,18010108,Big-Navarro-Garcia,NULL
3,72,Steelhead,Northern California,NMFS Threatened,Yes,Yes,18010107,Mattole,NULL
3,72,Steelhead,Northern California,NMFS Threatened,Yes,Yes,18010105,Lower Eel,NULL
3,72,Steelhead,Northern California,NMFS Threatened,Yes,Yes,18010104,Middle Fork Eel,NULL
3,72,Steelhead,Northern California,NMFS Threatened,Yes,Yes,18010106,South Fork Eel,NULL
3,24,Steelhead,South-Central California Coast,NMFS Threatened,Yes,Yes,18060002,Pajaro,NULL
3,24,Steelhead,South-Central California Coast,NMFS Threatened,Yes,Yes,18060004,Estrella,NULL
3,24,Steelhead,South-Central California Coast,NMFS Threatened,Yes,Yes,18060005,Salinas,NULL
3,24,Steelhead,South-Central California Coast,NMFS Threatened,Yes,Yes,18060006,Central Coastal,NULL
3,24,Steelhead,South-Central California Coast,NMFS Threatened,Yes,Yes,18060011,Alisal-Elkhorn Sloughs,NULL
3,24,Steelhead,South-Central California Coast,NMFS Threatened,Yes,Yes,18060012,Carmel,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18060013,Santa Barbara Coastal,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18070101,Ventura,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18070102,Santa Clara,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18070103,Calleguas,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18070104,Santa Monica Bay,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18070105,Los Angeles,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18070106,San Gabriel,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18070201,Seal Beach,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18070202,San Jacinto,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18070203,Santa Ana,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18070204,Newport Bay,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18070301,Aliso-San Onofre,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18070302,Santa Margarita,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18070303,San Luis Rey-Escondido,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18070304,San Diego,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18070305,Cottonwood-Tijuana,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18060007,Cuyama,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18060008,Santa Maria,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18060009,San Antonio,NULL
3,25,Steelhead,Southern California,NMFS Endangered,Yes,Yes,18060010,Santa Ynez,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18050005,Tomales-Drake Bays,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18050001,Suisun Bay,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18050004,San Francisco Bay,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18050002,San Pablo Bay,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18040003,San Joaquin Delta,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18050006,San Francisco Coastal South,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18020101,Sacramento-Lower Cow-Lower Clear,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18020104,Sacramento-Stone Corral,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18020103,Sacramento-Lower Thomes,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18020108,Lower Bear,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18020107,Lower Yuba,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18020106,Lower Feather,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18020125,Upper Yuba,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18040002,Middle San Joaquin-Lower Merced-Lower Stanislaus,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18020112,Sacramento-Upper Clear,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18020109,Lower Sacramento,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18010105,Lower Eel,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18010108,Big-Navarro-Garcia,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18010102,Mad-Redwood,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17100106,Willapa,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17100102,Queets-Quinault,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17100105,Grays Harbor,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17080001,Lower Columbia-Sandy,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17100207,Siltcoos,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17100303,Umpqua,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17100310,Lower Rogue,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17100306,Sixes,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17100305,Coquille,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17100304,Coos,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17100204,Siletz-Yaquina,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17100101,Hoh-Quillayute,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17110021,Crescent-Hoko,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17100202,Nehalem,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17100203,Wilson-Trask-Nestucca,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,18010209,Lower Klamath River,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17100312,Chetco,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17090012,Lower Willamette,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17080003,Lower Columbia-Clatskanie,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17100201,Necanicum,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17100206,Siuslaw,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17080006,Lower Columbia,NULL
44,795,"Sturgeon, green",Southern DPS,NMFS Threatened,Yes,Yes,17100205,Alsea,NULL
12,323,"Sturgeon, white",Kootenai River,NMFS Endangered,Yes,Yes,NULL,NULL,NULL